"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Lifespan","Low Growing Grass","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Fertility Requirement","Fire Tolerance","Moisture Use","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (F)","Bloom Period","Propogated by Bulbs","Berry/Nut/Seed Product","Palatable Human"
"ELRO2","","Eleocharis rostellata","NA (L48, CAN), PR","CAN(BC, NS, ON), USA+(PR), USA(AL, AZ, CA, CO, CT, DE, FL, GA, ID, IL, IN, KS, LA, MA, MD, ME, MI, MN, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TX, UT, VA, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","","No","No","Green","No","","Porous","Porous","","Brown","No","Rhizomatous","Moderate","","3.0","No","Moderate","No","Erect","None","Yes","Yes","Yes","None","Low","High","High","10","55","Intolerant","-28","Late Spring","No","No","No"
"ELCA3","","Elephantopus carolinianus","NA (L48)","USA(AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Plantae","Perennial","Forb/herb","Summer","Slow","No","No","Purple","Yes","Dark Green","Moderate","Porous","Coarse","Brown","No","Single Crown","Rapid","","2.7","No","Moderate","No","Erect","None","Yes","Yes","Yes","Medium","Medium","Medium","Medium","32","55","Intolerant","-13","Mid Summer","No","No","No"
"ELTO2","","Elephantopus tomentosus","NA (L48)","USA(AL, AR, FL, GA, KY, LA, MD, MS, NC, OK, SC, TN, TX, VA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELCO3","","Eleusine coracana","NA (L48)","USA(CA, SC)","Monocot","Plantae","Annual","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELIN3","","Eleusine indica","NA (L48, CAN, GU), HI, PR, VI","CAN(ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WI, WV)","Monocot","Plantae","Annual","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELTR2","","Eleusine tristachya","NA (L48)","USA(AL, CA, MO, NJ, NV, NY, OR, TX, VA)","Monocot","Plantae","Annual","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELPY","","Elliottia pyroliflora","NA (L48, AK, CAN)","CAN(BC), USA(AK, OR, WA)","Dicot","Plantae","Perennial","Shrub","Spring and Summer","","No","No","Red","No","Green","","","Medium","Red","No","Thicket Forming","","4","5.0","No","Short","No","Erect","","Yes","Yes","No","Low","","","","40","200","","-22","","No","No","No"
"ELRA2","","Elliottia racemosa","NA (L48)","USA(GA, SC)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELNY","","Ellisia nyctelea","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(AR, CO, CT, DC, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MT, ND, NE, NJ, NM, NV, NY, OH, OK, PA, SD, TX, VA, WI, WV, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELRA3","","Elmera racemosa","NA (L48, CAN)","CAN(BC), USA(OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELRAR","","Elmera racemosa var. racemosa","NA (L48, CAN)","CAN(BC), USA(WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELCA7","","Elodea canadensis","NA (L48, AK, CAN), PR","CAN(BC, MB, NB, NS, ON, QC, SK), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Forb/herb","Spring","Slow","No","Yes","White","No","Gray-Green","Moderate","Porous","Medium","Yellow","No","Multiple Stem","Rapid","","","No","Long","No","Erect","None","No","No","Yes","None","Medium","","High","12","60","Intolerant","-33","Summer","No","No","No"
"ELMA8","","×Elyhordeum macounii","NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AK, CA, CO, IA, ID, IL, KS, MN, MO, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELMA8","ELMA9","Elymus macounii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELYMU","","Elymus","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELPS","","Elymus ×pseudorepens","NA (L48, CAN)","CAN(AB, BC, MB, ON, QC, SK), USA(AZ, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELPS","AGPS","Agropyron pseudorepens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELALL","","Elymus alaskanus ssp. latiglumis","NA (L48, AK, CAN, GL)","CAN(AB, BC, LB, MB, NS, NT, NU, ON, QC, YT), DEN(GL), USA(AK, CO, ID, MI, MT, NM, NV, OR, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELALL","AGVI3","Agropyron violaceum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELAL7","","Elymus albicans","NA (L48, CAN)","CAN(AB, BC, ON, SK), USA(CO, ID, MT, ND, NE, SD, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELAL7","AGAL","Agropyron albicans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELCA4","","Elymus canadensis","NA (L48, CAN)","CAN(AB, BC, MB, NB, NT, ON, QC, SK), USA(AR, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","No","No","Yellow","No","Green","Porous","Porous","Coarse","Brown","No","Bunch","Rapid","","3.0","No","Short","No","Erect","None","Yes","Yes","Yes","Medium","Medium","Low","Medium","20","45","Tolerant","-43","Late Spring","No","No","No"
"ELCA11","","Elymus caninus","NA (L48)","USA(OR, WA)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELCA11","AGCA2","Agropyron caninum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELDA3","","Elymus dahuricus","","","Monocot","Plantae","","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELEL5","","Elymus elymoides","NA (L48, CAN)","CAN(AB, BC, SK), USA(AZ, CA, CO, DC, ID, IL, KS, KY, MO, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring","Moderate","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate","","1.5","No","Long","No","Erect","None","No","Yes","Yes","High","Low","Medium","Low","5","16","Intolerant","-43","Mid Spring","No","No","No"
"ELELB2","","Elymus elymoides ssp. brevifolius","NA (L48)","USA(AZ, CA, CO, ID, IL, KS, KY, MO, MT, NE, NM, NV, OK, OR, SD, TX, UT, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELELB2","ELLO3","Elymus longifolius","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELELE","","Elymus elymoides ssp. elymoides","NA (L48, CAN)","CAN(AB, BC, SK), USA(AZ, CA, CO, DC, ID, KS, MT, ND, NE, NM, NV, OK, OR, SD, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELELE","SIHY","Sitanion hystrix","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELGL","","Elymus glaucus","NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, ON, SK, YT), USA(AK, AR, AZ, CA, CO, ID, IL, KS, MI, MO, MT, ND, NM, NV, NY, OK, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","No","No","Yellow","No","Gray-Green","Moderate","Porous","Coarse","Brown","No","Bunch","Rapid","","3.3","No","Moderate","No","Erect","None","Yes","Yes","Yes","High","Low","High","Low","16","60","Tolerant","-38","Early Summer","No","No","No"
"ELHY","","Elymus hystrix","NA (L48, CAN)","CAN(MB, NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELHYH","","Elymus hystrix var. hystrix","NA (L48, CAN)","CAN(MB, NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELHYH","HYPA3","Hystrix patula","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELLAL","","Elymus lanceolatus ssp. lanceolatus","NA (L48, AK, CAN)","CAN(AB, BC, MB, ON, SK, YT), USA(AK, AZ, CA, CO, ID, IL, MI, MT, ND, NE, NM, NV, OR, SD, WA, WI, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Moderate","No","No","Yellow","No","Gray-Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Moderate","","2.5","No","Moderate","Yes","Erect","None","Yes","Yes","Yes","High","Medium","High","Low","8","25","Intolerant","-38","Mid Spring","No","No","No"
"ELLAL","AGDA","Agropyron dasystachyum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELRE4","","Elymus repens","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AR, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Moderate","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Rapid","","2.6","No","Moderate","Yes","Erect","None","Yes","Yes","Yes","Low","Medium","High","Medium","24","65","Intolerant","-43","Mid Spring","No","No","No"
"ELRE4","AGRE2","Agropyron repens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELRI","","Elymus riparius","NA (L48, CAN)","CAN(ON, QC), USA(AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Slow","No","No","Yellow","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Bunch","Moderate","","4.5","No","Moderate","No","Erect","None","Yes","Yes","Yes","Low","Medium","High","High","24","55","Tolerant","-33","Mid Summer","No","No","No"
"ELSC4","","Elymus scribneri","NA (L48, CAN)","CAN(AB), USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSE6","","Elymus semicostatus","NA (L48)","USA(GA, OR)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSE6","AGSE","Agropyron semicostatum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELSI","","Elymus sibiricus","NA (AK, CAN)","CAN(BC, NT, YT), USA(AK)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Moderate","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate","","3.0","No","Short","No","Erect","None","Yes","Yes","No","High","Low","High","Low","24","55","Intolerant","-33","Late Spring","No","No","No"
"ELTR7","","Elymus trachycaulus","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring","Moderate","No","No","Yellow","No","Green","Dense","Porous","Medium","Brown","No","Bunch","Rapid","","3.0","No","Moderate","No","Erect","None","No","Yes","Yes","High","Medium","High","Low","8","25","Intolerant","-43","Late Spring","No","No","No"
"ELTRS","","Elymus trachycaulus ssp. subsecundus","NA (L48, AK, CAN)","CAN(AB, BC, MB, SK, YT), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, SD, UT, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELTRS","AGSU","Agropyron subsecundum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELTRT","","Elymus trachycaulus ssp. trachycaulus","NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring","Slow","No","Yes","Yellow","No","Green","Moderate","Moderate","Fine","Brown","No","Rhizomatous","Rapid","","2.0","No","Long","No","Erect","None","No","Yes","Yes","Low","Medium","Medium","Medium","16","40","Intolerant","-33","Spring","No","No","No"
"ELTRT","AGTR","Agropyron trachycaulum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVI","","Elymus villosus","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELVI3","","Elymus virginicus","NA (L48, CAN, SPM)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring","Slow","No","No","Yellow","No","Green","Moderate","Porous","Coarse","Brown","No","Bunch","Moderate","","2.8","No","Short","No","Erect","None","Yes","Yes","Yes","Medium","Medium","Medium","Medium","24","55","Tolerant","-28","Early Spring","No","No","No"
"ELVIH","","Elymus virginicus var. halophilus","NA (L48, CAN)","CAN(NS), USA(CT, DE, MA, MD, ME, NC, NH, NJ, NY, PA, RI, VA)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELYTR","","Elytraria","NA (L48)","USA(AZ, FL, GA, NM, SC, TX)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMCO2","","Embothrium coccineum","","","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMAU","","Emex australis","NA (L48)","USA(CA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMFO","","Emilia fosbergii","NA (L48, NAV), HI, PR, VI","USA+(PR, VI), USA(CA, FL, GA, HI, LA, NAV, TX)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMSO","","Emilia sonchifolia","NA (L48, GU, NAV), HI, PR, VI","USA+(PR, VI), USA(CA, FL, GA, HI, LA, NAV, OH, PW, SC, UM)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMPE","","Emmenanthe penduliflora","NA (L48)","USA(AZ, CA, NV, UT)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMPET","","Empetrum","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, CA, ME, MI, MN, NH, NY, OR, VT, WA)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMNI","","Empetrum nigrum","NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, CA, MI, MN, NH, NY, OR, VT, WA)","Dicot","Plantae","Perennial","Subshrub, Shrub","Summer and Fall","","No","No","Purple","Yes","Green","Dense","Moderate","Coarse","Black","Yes","Stoloniferous","Slow","1","1.0","No","Moderate","No","Prostrate","None","No","Yes","Yes","Medium","Medium","High","Low","16","55","Intolerant","-43","Mid Summer","No","No","No"
"ENMI2","","Encalypta microstoma","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENRH70","","Encalypta rhaptocarpa","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENRH70","ENRH2","Encalypta rhabdocarpa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENSP","","Encalypta spathulata","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENVU","","Encalypta vulgaris","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENAC","","Encelia actonii","NA (L48)","USA(CA, NV)","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
