"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"AGLU","","Ageratina luciae-brauniae","NA (L48)","USA(KY, TN)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOC2","","Ageratina occidentalis","NA (L48)","USA(CA, ID, MT, NV, OR, UT, WA)","Dicot","Plantae","Perennial","Forb/herb, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOC2","EUOC5","Eupatorium occidentale","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCO2","","Ageratum corymbosum","NA (L48)","USA(AZ, NM, TX)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCO4","","Aglaonema commutatum","NA (L48), PR","USA+(PR), USA(FL)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGBO4","","Agnorhiza bolanderi","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRE8","","Agnorhiza reticulata","NA (L48)","USA(CA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGOSE","","Agoseris","NA (L48)","CAN(AB, BC, MB, NT, ON, QC, SK, YT), USA(AK, AZ, CA, CO, IA, ID, KS, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAP2","","Agoseris apargioides","NA (L48)","USA(CA, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAPE","","Agoseris apargioides var. eastwoodiae","NA (L48)","USA(CA, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGAU2","","Agoseris aurantiaca","NA (L48, AK, CAN)","CAN(AB, BC, NT, QC, YT), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Moderate","None","Medium","No","No","No","Orange","Yes","Green","Porous","Porous","Medium","Brown","Yes","Single Crown","Rapid","","1.0","No","No","Short","No","None","No","Decumbent","","Yes","Yes","Yes","None","Medium","No","Medium","Low","Medium","120","Medium","Medium","6.6","7.5","","","19","69","6","None","Intolerant","-33","Mid Spring","Contracting Only","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","755000","Moderate","High","No","None","No","No","No","","No","No","No","Medium","Medium","No","No","Medium","No","No"
"AGAUA","","Agoseris aurantiaca var. aurantiaca","NA (L48, AK, CAN)","CAN(AB, BC, NT, QC, YT), USA(AK, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGEL","","Agoseris elata","NA (L48, CAN)","CAN(BC), USA(CA, NV, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLD","","Agoseris glauca var. dasycephala","NA (L48, AK, CAN)","CAN(AB, BC, MB, NT, SK), USA(AK, AZ, CO, ID, MT, ND, OR, SD, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLG","","Agoseris glauca var. glauca","NA (L48, CAN)","CAN(AB, BC, MB, ON, SK), USA(AZ, CA, CO, IA, ID, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLL","","Agoseris glauca var. laciniata","NA (L48)","USA(AZ, CA, CO, ID, KS, MN, MT, ND, NM, NV, OR, UT, WY)","Dicot","Plantae","Perennial","Forb/herb, Subshrub, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGLL","AGAR5","Agoseris arizonica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGR","","Agoseris grandiflora","NA (L48, CAN)","CAN(BC), USA(CA, ID, MT, NV, OR, UT, WA)","Dicot","Plantae","Perennial","Forb/herb","Spring","Slow","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Coarse","Brown","No","Single Crown","Moderate","","1.8","No","No","Short","No","None","No","Prostrate","None","Yes","Yes","Yes","Low","Medium","No","Medium","Medium","High","120","None","Medium","5.8","7.3","","","12","20","8","None","Intolerant","-13","Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","273665","Moderate","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"AGHEH","","Agoseris heterophylla var. heterophylla","NA (L48, CAN)","CAN(BC), USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRE","","Agoseris retrorsa","NA (L48)","USA(CA, ID, NV, OR, UT, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGHI60","","Agrestia hispida","NA (L48)","","Lichen","Fungi","","Lichenous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRIM","","Agrimonia","NA (L48)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGEU","","Agrimonia eupatoria","NA (L48)","USA(CA, CT, IA, MA, MN, NC, NY, OH, PA, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGR2","","Agrimonia gryposepala","NA (L48, CAN)","CAN(BC, MB, NB, NS, ON, PE, QC), USA(AL, AR, AZ, CA, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring","Moderate","None","","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Single Stem","Moderate","","5.9","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","Low","Low","None","120","None","Medium","4.5","7.0","2700","11000","15","55","6","None","Intermediate","-43","Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","250000","Slow","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","","No","No"
"AGPA6","","Agrimonia parviflora","NA (L48, CAN)","CAN(ON), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","","None","Low","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Green","No","Multiple Stem","Rapid","","6.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","Low","Low","Yes","Low","Low","Low","160","Low","High","6.0","8.0","2013","5000","24","50","6","None","Intermediate","-33","Mid Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","288000","Moderate","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","Medium","No","No"
"AGPU","","Agrimonia pubescens","NA (L48, CAN)","CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGPU","AGMO3","Agrimonia mollis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRO3","","Agrimonia rostellata","NA (L48)","USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","Dicot","Plantae","Perennial","Forb/herb","Spring","","None","","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Single Stem","Moderate","","2.3","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","High","Medium","No","Low","Low","None","120","None","Medium","4.5","7.0","2700","11000","35","50","6","None","Intermediate","-33","Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","250000","Slow","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","","No","No"
"AGST","","Agrimonia striata","NA (L48, CAN, SPM)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(AL, AZ, CO, CT, DE, GA, IA, KY, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SD, VT, WI, WV, WY)","Dicot","Plantae","Perennial","Forb/herb","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","Yes","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate","","6.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","No","Medium","None","No","Medium","Medium","Low","140","None","Medium","5.5","7.5","","","8","45","12","None","Tolerant","-43","Mid Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","250000","Moderate","Medium","No","None","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"AGROP2","","Agropyron","NA (L48)","CAN(AB, BC, LB, MB, NS, NT, ON, QC, SK, YT), USA(AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MI, MN, MO, MT, ND, NE, NH, NM, NV, NY, OH, OK, OR, SD, TX, UT, WA, WI, WY)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCR","","Agropyron cristatum","NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NS, NT, ON, QC, SK, YT), USA(AK, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MI, MN, MT, ND, NE, NH, NM, NV, NY, OK, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Fall","Slow","None","Medium","No","No","Yes","Green","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate","","2.0","No","No","Long","Yes","None","No","Erect","None","No","Yes","Yes","None","Medium","Yes","High","Medium","High","90","None","Medium","6.0","8.2","","","6","30","15","Medium","Intolerant","-28","Early Spring","Routinely Available","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No","311200","Slow","Medium","No","Slow","No","No","No","","No","No","No","Low","Medium","No","No","Medium","No","No"
"AGCRP8","","Agropyron cristatum ssp. pectinatum","NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NS, NT, ON, QC, SK, YT), USA(AK, CA, CO, DE, IA, ID, IL, IN, KS, KY, MA, MI, MN, MT, ND, NE, NH, NM, NV, NY, OK, OR, SD, TX, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCRP8","AGPE5","Agropyron pectiniforme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGDE2","","Agropyron desertorum","NA (L48)","USA(AZ, CA, CO, IA, IL, IN, KS, MA, MO, MT, ND, NM, NV, NY, OH, OR, SD, TX, UT, WI, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Fall","Slow","None","Medium","No","No","Yes","Green","No","Green","Porous","Porous","Fine","Brown","No","Bunch","Moderate","","2.0","No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","None","Medium","Yes","High","Medium","High","90","Medium","Medium","6.0","8.2","","","6","30","15","Medium","Intolerant","47","Early Spring","Routinely Available","Medium","Spring","Summer","Yes","No","No","No","No","No","Yes","No","No","No","194120","Slow","Medium","No","Slow","No","No","No","","No","No","No","Low","Medium","No","No","Medium","No","No"
"AGFR","","Agropyron fragile","NA (L48, CAN)","CAN(AB, BC, MB, NT, SK, YT), USA(CO, MT, NM, NV, SD, UT, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Fall","Slow","None","Medium","No","No","No","Yellow","No","Green","Dense","Porous","Fine","Brown","No","Bunch","Rapid","","3.0","No","No","Long","No","None","No","Erect","None","Yes","Yes","No","None","High","No","High","Low","High","90","None","Medium","5.6","9.0","","","8","24","10","High","Intolerant","-43","Early Spring","Routinely Available","High","Spring","Spring","Yes","No","No","No","No","No","Yes","No","No","No","206000","Moderate","High","No","Slow","No","No","Yes","","No","No","No","Medium","High","No","No","Medium","No","No"
"AGFR","AGSI","Agropyron sibiricum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGGI","","Agrostemma githago","NA (L48, AK, CAN)","CAN(MB, NB, ON, PE, QC, SK), USA(AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGROS2","","Agrostis","GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGBL","","Agrostis blasdalei","NA (L48)","USA(CA)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGBL","AGBR3","Agrostis breviculmis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCA11","","Agrostis castellana","NA (L48)","USA(CA, OR)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGCL","","Agrostis clavata","NA (AK, CAN)","CAN(YT), USA(AK)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGEX","","Agrostis exarata","NA (L48, AK, CAN)","CAN(AB, BC, NT, SK, YT), USA(AK, AZ, CA, CO, ID, KY, MT, NE, NM, NV, OK, OR, SD, TX, UT, VT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","Medium","Low","No","Low","Medium","Medium","90","None","Medium","5.5","7.5","","","6","30","10","Low","Intolerant","-38","Late Spring","Contracting Only","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","5600000","Slow","Low","No","Slow","No","No","Yes","","No","No","No","Medium","High","No","No","Medium","No","No"
"AGGI2","","Agrostis gigantea","NA (L48, AK, CAN, GL)","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Spring and Summer","Rapid","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Rhizomatous","Rapid","","2.0","No","No","Short","Yes","None","No","Erect","None","Yes","Yes","Yes","Medium","None","No","Medium","Medium","High","100","None","High","4.5","7.5","","","30","60","20","None","Intolerant","-38","Late Spring","Routinely Available","High","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","4851200","Moderate","High","No","Rapid","No","No","Yes","","No","No","No","Low","Medium","No","No","Medium","No","No"
"AGHY","","Agrostis hyemalis","NA (L48, CAN), PR","CAN(ON), USA+(PR), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","None","Low","No","No","No","Green","No","Green","Dense","Porous","Coarse","Brown","No","Bunch","Moderate","","3.5","No","No","Short","Yes","None","No","Erect","None","No","Yes","Yes","High","None","No","Low","Medium","High","130","None","High","5.0","7.5","","","20","45","8","Medium","Intermediate","-33","Mid Spring","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","8500000","Slow","Low","No","Moderate","No","No","Yes","","No","No","No","Low","High","No","No","Low","No","No"
"AGID","","Agrostis idahoensis","NA (L48, AK, CAN)","CAN(BC), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Slow","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Moderate","","1.4","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","No","Medium","Medium","No","Medium","Medium","Medium","90","None","Medium","5.5","7.5","","","10","30","10","Low","Intolerant","-38","Late Spring","No Known Source","Low","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","6000000","Slow","Low","No","None","No","No","Yes","","No","No","No","Medium","High","No","No","Medium","No","No"
"AGME3","","Agrostis mertensii","NA (L48, AK, CAN, GL)","CAN(AB, BC, LB, MB, NB, NF, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, CO, ME, MT, NC, NH, NY, SC, TN, UT, VA, VT, WA, WV, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGME3","AGBO2","Agrostis borealis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGPE","","Agrostis perennans","NA (L48, CAN)","CAN(NB, NF, NS, ON, PE, QC), USA(AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WA, WI, WV)","Monocot","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Moderate","None","Low","No","No","No","Green","No","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.5","No","No","Short","No","None","No","Decumbent","None","No","Yes","Yes","High","None","No","Low","Medium","High","120","None","High","5.5","7.5","","","32","56","8","None","Intermediate","-33","Mid Summer","No Known Source","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","8000000","Slow","Low","No","Moderate","No","No","Yes","","No","No","No","Low","Medium","No","No","Low","No","No"
"AGST2","","Agrostis stolonifera","NA (L48, AK, CAN, GL, SPM), HI","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","Monocot","Plantae","Perennial","Graminoid","Summer","Moderate","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Stoloniferous","Moderate","","2.0","No","No","Short","Yes","None","No","Erect","None","No","Yes","Yes","High","Medium","No","Low","High","Medium","110","None","High","5.0","7.5","43560","43560","30","60","12","High","Intolerant","-43","Mid Summer","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","Yes","Yes","No","6129840","Slow","Medium","No","Rapid","No","No","No","","No","No","No","Medium","High","No","No","Medium","No","No"
"AGVIV3","","Agrostis vinealis ssp. vinealis","NA (AK)","USA(AK)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGVIV3","AGTR4","Agrostis trinii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIAL","","Ailanthus altissima","NA (L48, CAN), HI","CAN(ON, QC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, WA, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","None","Medium","Yes","No","No","Green","Yes","Green","Moderate","Moderate","Coarse","Yellow","Yes","Single Stem","Rapid","50","55","Yes","No","Short","No","None","Yes","Rounded","Moderate","Yes","Yes","Yes","Medium","High","Yes","Medium","Low","Medium","150","Low","Medium","4.1","7.9","300","1200","14","90","30","Medium","Intolerant","-18","Late Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","14640","Rapid","High","No","Rapid","No","No","No","Low","Yes","No","Yes","Medium","Low","No","No","Low","No","Yes"
"AIMI","","Aiphanes minima","PR","USA+(PR)","Monocot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
